name repository,creator user,url_html issue,url_api issue,title,body,state,pull request,data open,updated at
hyperledger,ryjones,https://github.com/hyperledger/hyperledger/pull/68,https://api.github.com/repos/hyperledger/hyperledger/issues/68,Create DCO,,closed,True,2017-10-03 22:36:46,2017-10-03 22:37:08
hyperledger,tkuhrt,https://github.com/hyperledger/hyperledger/pull/67,https://api.github.com/repos/hyperledger/hyperledger/issues/67,Updated files to reflect latest developments,"The files in this repo were out of date. I made two changes:
1. Moved Presentations to a presentations directory
2. Updated to the README to reflect the latest for Hyperledger. Provided pointers to help people get directed.",closed,True,2017-08-19 01:34:44,2017-10-07 01:36:04
hyperledger,ojalatodd,https://github.com/hyperledger/hyperledger/pull/50,https://api.github.com/repos/hyperledger/hyperledger/issues/50,Update repo list for Sawtooth Lake in Hyperledger Readme,"The repos have been consolidated into sawtooth-core. Update the
readme.md file to reflect this.

I mentioned that a consolidation has occurred, to avoid confusion
for those used to the old system.
",closed,True,2016-09-09 19:45:00,2016-09-12 21:23:04
hyperledger,marcieabreu,https://github.com/hyperledger/hyperledger/pull/48,https://api.github.com/repos/hyperledger/hyperledger/issues/48,Add Project Comparisons ,,closed,True,2016-08-26 18:17:26,2016-08-26 18:36:36
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/47,https://api.github.com/repos/hyperledger/hyperledger/issues/47,update readme to reflect github mirrors,"update readme to reflect github mirrors and restored reference to official docs and added link to Jira.
",closed,True,2016-08-26 15:56:46,2016-08-26 18:34:47
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/46,https://api.github.com/repos/hyperledger/hyperledger/issues/46,update README to point to Gerrit and readthedocs,"update README to point to Gerrit and readthedocs. Also add Blockchain-explorer project.

Signed-off-by: Christopher Ferris chrisfer@us.ibm.com
",closed,True,2016-08-18 15:31:13,2016-08-18 17:16:52
hyperledger,jeremysevareid,https://github.com/hyperledger/hyperledger/pull/44,https://api.github.com/repos/hyperledger/hyperledger/issues/44,Amend to add two files,"Amended to add:
part 2 of presentation to Identity WG of Membership Services in Hyperledger Fabric
dummy .travis.yml file in order for automated merge to occur
",closed,True,2016-07-18 22:31:08,2016-07-18 22:35:00
hyperledger,jeremysevareid,https://github.com/hyperledger/hyperledger/pull/43,https://api.github.com/repos/hyperledger/hyperledger/issues/43,Amend to add Part 2 of Presentation on Membership Services,"Amended to add part 2 of presentation to Identity WG of Membership Services in Hyperledger Fabric from Jonathan Levi
",closed,True,2016-07-18 21:47:52,2016-07-26 00:58:52
hyperledger,jeremysevareid,https://github.com/hyperledger/hyperledger/pull/41,https://api.github.com/repos/hyperledger/hyperledger/issues/41,jonathanlevi's membership services pdf,"Adding Jonathan Levi's PDF of the presentation on membership services made to the Identity Working Group on 2016-06-23.
",closed,True,2016-07-05 16:23:00,2016-07-05 16:49:29
hyperledger,hobti01,https://github.com/hyperledger/hyperledger/pull/40,https://api.github.com/repos/hyperledger/hyperledger/issues/40,Fix Sawtooth Lake URL,,closed,True,2016-06-28 08:20:45,2016-07-05 18:33:53
hyperledger,Abdelkrim,https://github.com/hyperledger/hyperledger/pull/37,https://api.github.com/repos/hyperledger/hyperledger/issues/37,add bullet points to increase readability,,closed,True,2016-06-14 12:25:35,2016-06-14 13:08:12
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/36,https://api.github.com/repos/hyperledger/hyperledger/issues/36,update the README to make clearer how to engage,"update the README to make clearer how to engage and provide improved description of Fabric incubator

Signed-off-by: Christopher Ferris chrisfer@us.ibm.com
",closed,True,2016-06-12 13:08:52,2016-06-14 13:42:48
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/35,https://api.github.com/repos/hyperledger/hyperledger/issues/35,fix typos,"fix typos

Signed-off-by: Christopher Ferris chrisfer@us.ibm.com
",closed,True,2016-06-02 15:40:24,2016-06-02 15:44:51
hyperledger,hcvst,https://github.com/hyperledger/hyperledger/pull/34,https://api.github.com/repos/hyperledger/hyperledger/issues/34,Fixed typo in Readme,,closed,True,2016-06-01 10:48:49,2016-06-02 15:44:19
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/33,https://api.github.com/repos/hyperledger/hyperledger/issues/33,add clarity to README,"add clarity as to what is going on here. remove the original proposals
to a separate file, and make clear that there are currently two
incubating projects.

Signed-off-by: Christopher Ferris chrisfer@us.ibm.com
",closed,True,2016-05-27 01:14:47,2016-06-02 15:32:07
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/22,https://api.github.com/repos/hyperledger/hyperledger/issues/22,add mic and christopherA's intro,"closes #21

Signed-off by: Christopher Ferris chrisfer@us.ibm.com
",closed,True,2016-04-15 11:07:00,2016-04-18 19:14:22
hyperledger,lehors,https://github.com/hyperledger/hyperledger/pull/20,https://api.github.com/repos/hyperledger/hyperledger/issues/20,Update README.md,"Added reference to Fabric Incubator and updated description of defunct incubator repo.
",closed,True,2016-04-12 21:53:19,2016-04-14 14:23:02
hyperledger,dcmiddle,https://github.com/hyperledger/hyperledger/pull/19,https://api.github.com/repos/hyperledger/hyperledger/issues/19,Add Intel contribution blurb,,closed,True,2016-04-08 16:32:09,2016-04-08 21:14:32
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/11,https://api.github.com/repos/hyperledger/hyperledger/issues/11,remove white paper draft,"now hosted on wiki
",closed,True,2016-04-05 14:56:53,2016-04-05 18:03:04
hyperledger,obscuren,https://github.com/hyperledger/hyperledger/pull/10,https://api.github.com/repos/hyperledger/hyperledger/issues/10,I've fixed up your hyperledger with a working blockchain implementation,":trollface: 
",closed,True,2016-04-01 08:27:05,2016-04-04 02:36:48
hyperledger,christo4ferris,https://github.com/hyperledger/hyperledger/pull/8,https://api.github.com/repos/hyperledger/hyperledger/issues/8,initial outline,"initial outline
",closed,True,2016-03-04 15:47:07,2016-03-18 16:08:18
hyperledger,martindale,https://github.com/hyperledger/hyperledger/pull/6,https://api.github.com/repos/hyperledger/hyperledger/issues/6,Description Update for the Elements Project,"This pull request updates the description of [the Elements Project](https://elementproject.org), adding context to the concept of sidechains and cross-chain interoperability.

For a more in-depth explanation, please [Gregory Maxwell's introduction to the Elements Project and sidechains](https://www.youtube.com/watch?v=9pyVvq-vrrM).
",closed,True,2016-02-18 20:14:50,2016-02-18 21:37:42
hyperledger,ebuchman,https://github.com/hyperledger/hyperledger/pull/3,https://api.github.com/repos/hyperledger/hyperledger/issues/3,Point to code,,closed,True,2016-02-16 20:15:53,2016-02-18 21:45:49
hyperledger,buhrmi,https://github.com/hyperledger/hyperledger/pull/2,https://api.github.com/repos/hyperledger/hyperledger/issues/2,use a pojo as a ledger,"fixes #1
",closed,True,2016-02-10 18:27:31,2016-02-17 16:57:25
